Date,AQI
2021-04-03,46
2021-04-04,43
2021-04-05,43
2021-04-06,52
2021-04-07,42
2021-04-08,44
2021-04-09,46
2021-04-10,44
2021-04-11,44
2021-04-12,44
2021-04-13,46
2021-04-14,46
2021-04-15,50
2021-04-16,54
2021-04-17,59
2021-04-18,68
2021-04-19,51
2021-04-20,60
2021-04-21,49
2021-04-22,54
2021-04-23,48
2021-04-24,41
2021-04-25,42
2021-04-26,38
2021-04-27,40
2021-04-28,49
2021-04-29,51
2021-04-30,37
2021-05-01,38
2021-05-02,37
2021-05-03,37
2021-05-04,64
2021-05-05,61
2021-05-06,49
2021-05-07,42
2021-05-08,41
2021-05-09,34
2021-05-10,42
2021-05-11,47
2021-05-12,39
2021-05-13,44
2021-05-14,48
2021-05-15,50
2021-05-16,47
2021-05-17,40
2021-05-18,40
2021-05-19,40
2021-05-20,33
2021-05-21,38
2021-05-22,45
2021-05-23,34
2021-05-24,32
2021-05-25,31
2021-05-26,48
2021-05-27,39
2021-05-28,42
2021-05-29,43
2021-05-30,45
2021-05-31,51
2021-06-01,67
2021-06-02,80
2021-06-03,38
2021-06-04,40
2021-06-05,34
2021-06-06,35
2021-06-07,35
2021-06-08,36
2021-06-09,36
2021-06-10,42
2021-06-11,42
2021-06-12,41
2021-06-13,43
2021-06-14,40
2021-06-15,33
2021-06-16,38
2021-06-17,49
2021-06-18,48
2021-06-19,42
2021-06-20,41
2021-06-21,77
2021-06-22,42
2021-06-23,38
2021-06-24,39
2021-06-25,71
2021-06-26,61
2021-06-27,151
2021-06-28,177
2021-06-29,54
2021-06-30,40
2021-07-01,56
2021-07-02,52
2021-07-03,47
2021-07-04,75
2021-07-05,58
2021-07-06,60
2021-07-07,35
2021-07-08,42
2021-07-09,51
2021-07-10,45
2021-07-11,43
2021-07-12,41
2021-07-13,44
2021-07-14,43
2021-07-15,32
2021-07-16,19
2021-07-17,29
2021-07-18,43
2021-07-19,41
2021-07-20,31
2021-07-21,33
2021-07-22,35
2021-07-23,44
2021-07-24,47
2021-07-25,43
2021-07-26,40
2021-07-27,46
2021-07-28,77
2021-07-29,74
2021-07-30,126
2021-07-31,64
2021-08-01,49
2021-08-02,71
2021-08-03,61
2021-08-04,71
2021-08-05,46
2021-08-06,27
2021-08-07,25
2021-08-08,31
2021-08-09,38
2021-08-10,40
2021-08-11,41
2021-08-12,106
2021-08-13,148
2021-08-14,94
2021-08-15,52
2021-08-16,35
2021-08-17,34
2021-08-18,49
2021-08-19,43
2021-08-20,23
2021-08-21,24
2021-08-22,39
2021-08-23,44
2021-08-24,45
2021-08-25,47
2021-08-26,40
2021-08-27,40
2021-08-28,42
2021-08-29,47
2021-08-30,38
2021-08-31,36
2021-09-01,38
2021-09-02,42
2021-09-03,47
2021-09-04,47
2021-09-05,35
2021-09-06,87
2021-09-07,87
2021-09-08,47
2021-09-09,41
2021-09-10,30
2021-09-11,36
2021-09-12,29
2021-09-13,37
2021-09-14,42
2021-09-15,37
2021-09-16,43
2021-09-17,44
2021-09-18,47
2021-09-19,36
2021-09-20,33
2021-09-21,40
2021-09-22,40
2021-09-23,40
2021-09-24,43
2021-09-25,48
2021-09-26,41
2021-09-27,43
2021-09-28,34
2021-09-29,34
2021-09-30,38
2021-10-01,37
2021-10-02,44
2021-10-03,45
2021-10-04,45
2021-10-05,41
2021-10-06,33
2021-10-07,32
2021-10-08,62
2021-10-09,51
2021-10-10,36
2021-10-11,36
2021-10-12,34
2021-10-13,42
2021-10-14,35
2021-10-15,43
2021-10-16,50
2021-10-17,49
2021-10-18,44
2021-10-19,49
2021-10-20,38
2021-10-21,42
2021-10-22,71
2021-10-23,34
2021-10-24,31
2021-10-25,35
2021-10-26,38
2021-10-27,36
2021-10-28,36
2021-10-29,38
2021-10-30,64
2021-10-31,86
2021-11-01,65
2021-11-02,54
2021-11-03,45
2021-11-04,40
2021-11-05,38
2021-11-06,37
2021-11-07,35
2021-11-08,32
2021-11-09,31
2021-11-10,36
2021-11-11,45
2021-11-12,35
2021-11-13,40
2021-11-14,29
2021-11-15,31
2021-11-16,43
2021-11-17,58
2021-11-18,53
2021-11-19,41
2021-11-20,58
2021-11-21,86
2021-11-22,59
2021-11-23,38
2021-11-24,51
2021-11-25,45
2021-11-26,37
2021-11-27,39
2021-11-28,39
2021-11-29,39
2021-11-30,40
2021-12-01,34
2021-12-02,38
2021-12-03,46
2021-12-04,53
2021-12-05,69
2021-12-06,56
2021-12-07,40
2021-12-08,36
2021-12-09,44
2021-12-10,46
2021-12-11,31
2021-12-12,55
2021-12-13,46
2021-12-14,38
2021-12-15,37
2021-12-16,41
2021-12-17,48
2021-12-18,42
2021-12-19,54
2021-12-20,70
2021-12-21,61
2021-12-22,38
2021-12-23,38
2021-12-24,56
2021-12-25,50
2021-12-26,39
2021-12-27,54
2021-12-28,63
2021-12-29,68
2021-12-30,58
2021-12-31,104
